Unnamed: 0,INCIDENT_ID,DATA_YEAR,PUB_AGENCY_NAME,STATE_ABBR,STATE_NAME,POPULATION_GROUP_DESC,INCIDENT_DATE,TOTAL_OFFENDER_COUNT,OFFENDER_RACE,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES
46480,45210,1997,Morganton,NC,North Carolina,"Cities from 10,000 thru 24,999",15-JUL-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
46481,45211,1997,Kannapolis,NC,North Carolina,"Cities from 25,000 thru 49,999",19-AUG-97,2,Black or African American,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual
46482,45212,1997,Morehead City,NC,North Carolina,"Cities from 2,500 thru 9,999",25-APR-97,1,White,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
46483,45213,1997,Morehead City,NC,North Carolina,"Cities from 2,500 thru 9,999",28-APR-97,1,White,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
46484,45214,1997,Morehead City,NC,North Carolina,"Cities from 2,500 thru 9,999",07-JUL-97,1,Black or African American,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Lesbian (Female),Individual
46485,45215,1997,Morehead City,NC,North Carolina,"Cities from 2,500 thru 9,999",12-DEC-97,1,White,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual
46486,45216,1997,Claremont,NC,North Carolina,"Cities under 2,500",22-MAR-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
46487,45217,1997,Andrews,NC,North Carolina,"Cities from 2,500 thru 9,999",02-FEB-97,3,White,1,Intimidation,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual
46488,45218,1997,Murphy,NC,North Carolina,"Cities under 2,500",14-APR-97,1,White,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual
46489,45219,1997,Murphy,NC,North Carolina,"Cities under 2,500",24-JUN-97,2,White,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual
46490,45220,1997,Thomasville,NC,North Carolina,"Cities from 10,000 thru 24,999",23-SEP-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
46491,45221,1997,Duke University,NC,North Carolina,"Cities under 2,500",30-APR-97,0,Unknown,1,Intimidation,1.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
46492,45222,1997,Duke University,NC,North Carolina,"Cities under 2,500",18-SEP-97,0,Unknown,4,Destruction/Damage/Vandalism of Property;Intimidation,3.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual;Other
46493,45223,1997,Duke University,NC,North Carolina,"Cities under 2,500",20-SEP-97,1,White,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
46494,45224,1997,Duke University,NC,North Carolina,"Cities under 2,500",09-OCT-97,2,White,2,Intimidation,2.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual
46495,45225,1997,Winston-Salem,NC,North Carolina,"Cities from 100,000 thru 249,999",17-MAR-97,1,White,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual
46496,45226,1997,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",29-JAN-97,1,White,2,Intimidation;Simple Assault,2.0,School/College,Anti-Black or African American,Individual
46497,45227,1997,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",08-APR-97,0,Unknown,2,Arson;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
46498,45228,1997,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",16-APR-97,0,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Black or African American,Individual
46499,45229,1997,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",07-OCT-97,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-White,Individual
46500,45230,1997,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",04-DEC-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other
46501,45231,1997,Cramerton,NC,North Carolina,"Cities under 2,500",12-AUG-97,1,White,2,Simple Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
46502,45232,1997,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",30-JAN-97,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual;Other
46503,45233,1997,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",01-FEB-97,0,Unknown,1,Intimidation,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
46504,45234,1997,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",04-FEB-97,2,Black or African American,2,Simple Assault,2.0,Grocery/Supermarket,Anti-White,Individual
46505,45235,1997,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",06-FEB-97,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
46506,45236,1997,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",01-JUL-97,1,Black or African American,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual
46507,45237,1997,Enfield,NC,North Carolina,"Cities from 2,500 thru 9,999",08-SEP-97,0,Unknown,2,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Business
46508,45238,1997,Iredell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",08-MAY-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
46509,45239,1997,Iredell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",26-OCT-97,3,White,3,Intimidation,3.0,Other/Unknown,Anti-Black or African American,Individual
46510,45240,1997,Western Carolina University,NC,North Carolina,"Cities under 2,500",09-DEC-97,1,White,2,Intimidation,2.0,School/College,Anti-Black or African American,Individual
46511,45241,1997,Southern Pines,NC,North Carolina,"Cities from 10,000 thru 24,999",31-MAY-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Restaurant,Anti-Black or African American,Business
46512,45249,1997,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",05-OCT-97,2,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual
46513,45250,1997,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",06-OCT-97,3,Black or African American,5,Burglary/Breaking & Entering;Simple Assault,5.0,Residence/Home,Anti-White,Individual
46514,45251,1997,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",22-OCT-97,4,Black or African American,1,Simple Assault,1.0,School/College,Anti-White,Individual
46515,45252,1997,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",01-DEC-97,1,White,1,Simple Assault,1.0,School/College,Anti-Other Race/Ethnicity/Ancestry,Individual
46516,45253,1997,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",26-JAN-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
46517,45254,1997,East Carolina University,NC,North Carolina,"Cities under 2,500",09-NOV-97,1,White,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual
46518,45255,1997,Salisbury,NC,North Carolina,"Cities from 25,000 thru 49,999",05-MAY-97,1,White,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Black or African American,Individual
46519,45256,1997,Cary,NC,North Carolina,"Cities from 50,000 thru 99,999",07-FEB-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other
46520,45257,1997,Cary,NC,North Carolina,"Cities from 50,000 thru 99,999",15-FEB-97,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other
54334,53128,1998,Morehead City,NC,North Carolina,"Cities from 2,500 thru 9,999",30-JUL-98,1,White,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual
54335,53129,1998,Long View,NC,North Carolina,"Cities from 2,500 thru 9,999",07-FEB-98,1,White,1,Simple Assault,1.0,Grocery/Supermarket,Anti-Black or African American,Individual
54336,53130,1998,Murphy,NC,North Carolina,"Cities under 2,500",30-AUG-98,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Business;Individual
54337,53131,1998,Lexington,NC,North Carolina,"Cities from 10,000 thru 24,999",19-MAY-98,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Grocery/Supermarket,Anti-Black or African American,Business;Individual
54338,53132,1998,Lexington,NC,North Carolina,"Cities from 10,000 thru 24,999",18-JUN-98,0,Unknown,2,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization
54339,53133,1998,Lexington,NC,North Carolina,"Cities from 10,000 thru 24,999",17-SEP-98,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Asian,Individual;Other
54340,53134,1998,Thomasville,NC,North Carolina,"Cities from 10,000 thru 24,999",29-APR-98,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Restaurant,Anti-Black or African American,Other
54341,53135,1998,Thomasville,NC,North Carolina,"Cities from 10,000 thru 24,999",13-MAY-98,1,White,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
54342,53136,1998,Duke University,NC,North Carolina,"Cities under 2,500",23-MAR-98,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Society/Public
54343,53137,1998,Duke University,NC,North Carolina,"Cities under 2,500",20-MAR-98,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Other
54344,53138,1998,Kernersville,NC,North Carolina,"Cities from 10,000 thru 24,999",31-DEC-98,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
54345,53139,1998,Bunn,NC,North Carolina,"Cities under 2,500",17-MAR-98,1,White,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual
54346,53140,1998,Bunn,NC,North Carolina,"Cities under 2,500",06-MAY-98,1,White,3,Simple Assault,3.0,School/College,Anti-Black or African American,Individual
54347,53141,1998,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",28-MAY-98,0,Unknown,2,Destruction/Damage/Vandalism of Property;Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual;Other
54348,53142,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",11-FEB-98,0,Unknown,1,Simple Assault,1.0,School/College,Anti-Black or African American,Individual
54349,53143,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",09-MAY-98,2,Black or African American,2,Simple Assault,2.0,Restaurant,Anti-White,Individual
54350,53144,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",06-MAY-98,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
54351,53145,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",07-JUN-98,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-White,Individual
54352,53146,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",15-JUN-98,3,Black or African American,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
54353,53147,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",02-JUL-98,0,Unknown,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual
54354,53148,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",08-AUG-98,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
54355,53149,1998,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",27-AUG-98,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
54356,53150,1998,Iredell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",13-OCT-98,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other
54357,53151,1998,Iredell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",30-SEP-98,0,Unknown,2,Intimidation,2.0,School/College,Anti-Black or African American,Individual
54358,53152,1998,Southern Pines,NC,North Carolina,"Cities from 10,000 thru 24,999",23-MAR-98,2,Black or African American,1,Simple Assault,1.0,School/College,Anti-White,Individual
54359,53153,1998,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",08-JAN-98,1,Black or African American,1,Simple Assault,1.0,Parking/Drop Lot/Garage,Anti-Gay (Male),Individual
54360,53154,1998,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",23-JAN-98,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Asian,Individual
54361,53155,1998,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",21-JUN-98,1,Black or African American,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual
54362,53156,1998,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",04-AUG-98,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Protestant,Religious Organization
54363,53157,1998,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",22-SEP-98,3,Black or African American,1,Aggravated Assault,1.0,School/College,Anti-White,Individual
54364,53158,1998,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",12-OCT-98,4,White,1,Intimidation,1.0,Residence/Home,Anti-Gay (Male),Individual
54365,53159,1998,University of North Carolina:,NC,North Carolina,"Cities under 2,500",19-JUN-98,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other
54366,53160,1998,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",13-JUN-98,1,White,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other
54367,53161,1998,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-JUL-98,1,White,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other
54368,53162,1998,Pitt,NC,North Carolina,"MSA counties from 25,000 thru 99,999",01-AUG-98,2,White,1,Aggravated Assault,1.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual
54369,53163,1998,Rockingham,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",20-JUN-98,1,White,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Black or African American,Other
54370,53164,1998,Rutherford,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",09-MAY-98,2,White,8,Aggravated Assault;Destruction/Damage/Vandalism of Property,4.0,Residence/Home,Anti-Black or African American,Individual;Other
54371,53165,1998,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",02-JUN-98,0,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual
54372,53166,1998,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",01-JUL-98,3,Black or African American,1,Aggravated Assault,1.0,Parking/Drop Lot/Garage,Anti-White,Individual
62455,61010,1999,Wadesboro,NC,North Carolina,"Cities from 2,500 thru 9,999",03-OCT-99,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Restaurant,Anti-Black or African American,Business
62456,61011,1999,Concord,NC,North Carolina,"Cities from 25,000 thru 49,999",28-DEC-99,0,Unknown,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
62457,61012,1999,Lexington,NC,North Carolina,"Cities from 10,000 thru 24,999",08-FEB-99,1,Black or African American,1,Intimidation,1.0,School/College,Anti-White,Individual
62458,61013,1999,Rocky Mount,NC,North Carolina,"Cities from 50,000 thru 99,999",19-AUG-99,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Jewish,Business
62459,61014,1999,Rocky Mount,NC,North Carolina,"Cities from 50,000 thru 99,999",19-AUG-99,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Government/Public Building,Anti-Black or African American,Government
62460,61015,1999,Winston-Salem,NC,North Carolina,"Cities from 100,000 thru 249,999",22-FEB-99,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Government/Public Building,Anti-Black or African American,Individual
62461,61016,1999,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",15-FEB-99,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
62462,61017,1999,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",11-MAY-99,2,White,2,Intimidation,2.0,Residence/Home,Anti-Black or African American,Individual
62463,61018,1999,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",01-JUN-99,0,Unknown,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Black or African American,Individual
62464,61019,1999,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",10-JUN-99,1,White,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
62465,61020,1999,Gaston County Police Department,NC,North Carolina,"MSA counties from 25,000 thru 99,999",30-JUL-99,2,White,3,Intimidation,3.0,Residence/Home,Anti-Hispanic or Latino,Individual
62466,61021,1999,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",11-FEB-99,0,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Black or African American,Individual
62467,61022,1999,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",02-APR-99,0,Unknown,1,Intimidation,1.0,Church/Synagogue/Temple/Mosque,"Anti-Multiple Religions, Group",Individual
62468,61023,1999,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",29-MAY-99,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
62469,61024,1999,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",07-JUL-99,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
62470,61048,1999,Iredell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",28-JUN-99,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
62471,61049,1999,Smithfield,NC,North Carolina,"Cities from 10,000 thru 24,999",19-APR-99,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Commercial/Office Building,Anti-Black or African American,Individual
62472,61050,1999,Smithfield,NC,North Carolina,"Cities from 10,000 thru 24,999",10-NOV-99,1,Unknown,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
62473,61051,1999,Jacksonville,NC,North Carolina,"Cities from 50,000 thru 99,999",11-APR-99,3,White,1,Intimidation,1.0,Grocery/Supermarket,Anti-Asian,Individual
62474,61052,1999,Chapel Hill,NC,North Carolina,"Cities from 25,000 thru 49,999",20-JAN-99,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Asian,Individual
62475,61053,1999,Elizabeth City,NC,North Carolina,"Cities from 10,000 thru 24,999",07-OCT-99,4,White,2,Destruction/Damage/Vandalism of Property,2.0,Residence/Home,Anti-Black or African American,Individual
62476,61054,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",19-MAR-99,1,Black or African American,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual
62477,61055,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",29-APR-99,1,White,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual
62478,61056,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",06-MAY-99,1,White,1,Intimidation,1.0,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Individual
62479,61057,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",08-JUL-99,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Construction Site,Anti-Black or African American,Other
62480,61058,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",07-SEP-99,1,Black or African American,1,Rape,1.0,Residence/Home,Anti-White,Individual
62481,61059,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",15-OCT-99,0,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Government
62482,61060,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",25-DEC-99,1,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
62483,61061,1999,Raleigh,NC,North Carolina,"Cities from 250,000 thru 499,999",12-MAY-99,1,Unknown,2,Intimidation,2.0,Specialty Store,Anti-Jewish,Individual
62484,61062,1999,Cary,NC,North Carolina,"Cities from 50,000 thru 99,999",14-FEB-99,0,Unknown,1,Intimidation,1.0,Residence/Home,Anti-Jewish,Individual
62485,61063,1999,Blowing Rock,NC,North Carolina,"Cities under 2,500",21-NOV-99,1,White,2,Intimidation,2.0,Residence/Home,Anti-Gay (Male),Individual
70270,69006,2000,Rocky Mount,NC,North Carolina,"Cities from 50,000 thru 99,999",01-MAY-00,1,Black or African American,1,Intimidation,1.0,Restaurant,Anti-White,Individual
70271,69007,2000,Forsyth,NC,North Carolina,"MSA counties 100,000 or over",03-SEP-00,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
70272,69008,2000,Forsyth,NC,North Carolina,"MSA counties 100,000 or over",06-OCT-00,4,White,5,Destruction/Damage/Vandalism of Property;Intimidation,4.0,School/College,Anti-Black or African American,Individual
70273,69009,2000,Kernersville,NC,North Carolina,"Cities from 10,000 thru 24,999",18-APR-00,1,White,1,Simple Assault,1.0,Department/Discount Store,Anti-Black or African American,Individual
70274,69010,2000,Oxford,NC,North Carolina,"Cities from 2,500 thru 9,999",05-JUN-00,4,White,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
70275,69011,2000,Oxford,NC,North Carolina,"Cities from 2,500 thru 9,999",05-JUN-00,4,White,1,Destruction/Damage/Vandalism of Property,0.0,Other/Unknown,Anti-Black or African American,Business
70276,69012,2000,Oxford,NC,North Carolina,"Cities from 2,500 thru 9,999",15-AUG-00,4,Black or African American,2,Aggravated Assault,2.0,Residence/Home,Anti-White,Individual
70277,69013,2000,Oxford,NC,North Carolina,"Cities from 2,500 thru 9,999",05-JUN-00,4,White,1,Destruction/Damage/Vandalism of Property,0.0,Commercial/Office Building,Anti-Black or African American,Business
70278,69014,2000,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",14-APR-00,1,White,3,Intimidation,3.0,Convenience Store,Anti-Black or African American,Individual
70279,69015,2000,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",18-APR-00,1,White,3,Intimidation,3.0,Specialty Store,Anti-Black or African American,Individual
70280,69016,2000,Greensboro,NC,North Carolina,"Cities from 100,000 thru 249,999",14-JUL-00,5,White,1,Aggravated Assault,1.0,Other/Unknown,Anti-Gay (Male),Individual
70281,69017,2000,Iredell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",17-JAN-00,1,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,"Anti-Multiple Races, Group",Individual
70282,69018,2000,Iredell,NC,North Carolina,"Non-MSA counties from 25,000 thru 99,999",05-DEC-00,1,White,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual
70283,69019,2000,Smithfield,NC,North Carolina,"Cities from 10,000 thru 24,999",25-JUL-00,0,Unknown,2,Destruction/Damage/Vandalism of Property,0.0,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Business
70284,69020,2000,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",09-FEB-00,1,White,1,Intimidation,1.0,School/College,Anti-Black or African American,Individual
70285,69021,2000,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",23-FEB-00,1,White,1,Intimidation,1.0,Government/Public Building,Anti-Black or African American,Individual
70286,69022,2000,Charlotte-Mecklenburg,NC,North Carolina,"Cities from 500,000 thru 999,999",05-APR-00,0,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Black or African American,Individual
